UF;Municipio;Codigo_TOM_SERPRO;cod_IBGE
RJ;IGUABAGRANDE;774;3301876
MA;DUQUEBACELAR;775;2103901
RJ;MACUCO;776;3302452
MA;ESPERANTINOPOLIS;777;2104008
RJ;PINHEIRAL;778;3303955
MA;FORTALEZADOSNOGUEIRAS;779;2104107
RJ;PORTOREAL;780;3304110
MA;FORTUNA;781;2104206
RJ;SAOFRANCISCODEITABAPOANA;782;3304755
MA;GODOFREDOVIANA;783;2104305
RJ;SAOJOSEDEUBA;784;3305133
MA;GONCALVESDIAS;785;2104404
RJ;SEROPEDICA;786;3305554
MA;GOVERNADORARCHER;787;2104503
RJ;TANGUA;788;3305752
MA;GOVERNADOREUGENIOBARROS;789;2104602
SP;ARCO-IRIS;790;3503356
MA;GRACAARANHA;791;2104701
SP;BREJOALEGRE;792;3507753
MA;GRAJAU;793;2104800
SP;CANAS;794;3509957
MA;GUIMARAES;795;2104909
SP;FERNAO;796;3515657
MA;HUMBERTODECAMPOS;797;2105005
SP;GAVIAOPEIXOTO;798;3516853
MA;ICATU;799;2105104
SP;IPIGUA;800;3521150
MA;IGARAPEGRANDE;801;2105203
SP;JUMIRIM;802;3525854
MA;IMPERATRIZ;803;2105302
SP;NANTES;804;3532157
MA;SAOLUISGONZAGADOMARANHAO;805;2111409
SP;NOVACASTILHO;806;3532868
MA;ITAPECURUMIRIM;807;2105401
SP;OUROESTE;808;3534757
MA;JOAOLISBOA;809;2105500
SP;PAULISTANIA;810;3536570
MA;JOSELANDIA;811;2105609
SP;PRACINHA;812;3540853
MA;LAGODAPEDRA;813;2105708
SP;PRATANIA;814;3541059
MA;LAGODOJUNCO;815;2105807
SP;QUADRA;816;3541653
MA;LAGOVERDE;817;2105906
SP;RIBEIRAODOSINDIOS;818;3543238
MA;LIMACAMPOS;819;2106003
SP;SANTACRUZDAESPERANCA;820;3546256
MA;LORETO;821;2106102
SP;SANTASALETE;822;3547650
MA;LUISDOMINGUES;823;2106201
SP;TAQUARAL;824;3553658
MA;MAGALHAESDEALMEIDA;825;2106300
SP;TRABIJU;826;3554755
MA;MATAROMA;827;2106409
SP;VITORIABRASIL;828;3556958
MA;MATINHA;829;2106508
PR;ARAPUA;830;4101655
MA;MATOES;831;2106607
PR;ARIRANHADOIVAI;832;4101853
MA;MIRADOR;833;2106706
PR;BELAVISTADOCAROBA;834;4102752
MA;MIRINZAL;835;2106805
PR;BOAVENTURADESAOROQUE;836;4103040
MA;MONCAO;837;2106904
PR;BOMJESUSDOSUL;838;4103156
MA;MONTESALTOS;839;2107001
PR;CAMPINADOSIMAO;840;4103958
MA;MORROS;841;2107100
PR;CAMPOMAGRO;842;4104253
MA;NINARODRIGUES;843;2107209
PR;CARAMBEI;844;4104659
MA;NOVAIORQUE;845;2107308
PR;CORONELDOMINGOSSOARES;846;4106456
MA;OLHOD'AGUADASCUNHAS;847;2107407
PR;CRUZMALTINA;848;4106852
MA;PACODOLUMIAR;849;2107506
PR;ESPERANCANOVA;850;4107520
MA;PALMEIRANDIA;851;2107605
PR;ESPIGAOALTODOIGUACU;852;4107546
MA;PARAIBANO;853;2107704
PR;FERNANDESPINHEIRO;854;4107736
MA;PARNARAMA;855;2107803
PR;FOZDOJORDAO;856;4108452
MA;PASSAGEMFRANCA;857;2107902
PR;GOIOXIM;858;4108650
MA;PASTOSBONS;859;2108009
PR;GUAMIRANGA;860;4108957
MA;PEDREIRAS;861;2108207
PR;IMBAU;862;4110078
MA;PENALVA;863;2108306
PR;MANFRINOPOLIS;864;4114351
MA;PERIMIRIM;865;2108405
PR;MARQUINHO;866;4115457
MA;PINDAREMIRIM;867;2108504
PR;PEROBAL;868;4118857
MA;PINHEIRO;869;2108603
PR;PONTALDOPARANA;870;4119954
MA;PIOXII;871;2108702
PR;PORTOBARREIRO;872;4120150
MA;PIRAPEMAS;873;2108801
PR;PRADOFERREIRA;874;4120333
MA;POCAODEPEDRAS;875;2108900
PR;QUARTOCENTENARIO;876;4120655
MA;PORTOFRANCO;877;2109007
PR;RESERVADOIGUACU;878;4121752
MA;PRESIDENTEDUTRA;879;2109106
PR;RIOBRANCODOIVAI;880;4122172
MA;PRESIDENTEJUSCELINO;881;2109205
PR;SERRANOPOLISDOIGUACU;882;4126355
MA;PRESIDENTEVARGAS;883;2109304
PR;TAMARANA;884;4126678
MA;PRIMEIRACRUZ;885;2109403
SC;ALTOBELAVISTA;886;4200754
MA;RIACHAO;887;2109502
SC;BALNEARIOARROIODOSILVA;888;4201950
MA;SAOJOSEDERIBAMAR;889;2111201
SC;BALNEARIOGAIVOTA;890;4212809
MA;ROSARIO;891;2109601
SC;BANDEIRANTE;892;4202081
MA;SAMBAIBA;893;2109700
SC;BARRABONITA;894;4202099
MA;SANTAHELENA;895;2109809
SC;BELAVISTADOTOLDO;896;4202131
MA;SANTALUZIA;897;2110005
SC;BOCAINADOSUL;898;4202438
MA;SANTAQUITERIADOMARANHAO;899;2110104
SC;BOMJESUS;900;4202537
MA;SANTARITA;901;2110203
SC;BOMJESUSDOOESTE;902;4202578
MA;SANTOANTONIODOSLOPES;903;2110302
SC;BRUNOPOLIS;904;4202875
MA;SAOBENEDITODORIOPRETO;905;2110401
SC;CAPAOALTO;906;4203253
MA;SAOBENTO;907;2110500
SC;CHAPADAODOLAGEADO;908;4204194
MA;SAOBERNARDO;909;2110609
SC;CUNHATAI;910;4204756
MA;SAODOMINGOSDOMARANHAO;911;2110708
SC;ENTRERIOS;912;4205175
MA;SAOFELIXDEBALSAS;913;2110807
SC;ERMO;914;4205191
MA;SAOFRANCISCODOMARANHAO;915;2110906
SC;FLORDOSERTAO;916;4205357
MA;SAOJOAOBATISTA;917;2111003
SC;FREIROGERIO;918;4205555
MA;SAOJOAODOSPATOS;919;2111102
SC;IBIAM;920;4206751
MA;SAOLUIS;921;2111300
SC;IOMERE;922;4207577
MA;SAOMATEUSDOMARANHAO;923;2111508
SC;JUPIA;924;4209177
MA;SAORAIMUNDODASMANGABEIRAS;925;2111607
SC;LUZERNA;926;4210035
MA;SAOVICENTEFERRER;927;2111706
SC;PAIAL;928;4211876
MA;SITIONOVO;929;2111805
SC;PAINEL;930;4211892
MA;SUCUPIRADONORTE;931;2111904
SC;PALMEIRA;932;4212056
MA;TASSOFRAGOSO;933;2112001
SC;PRINCESA;934;4214151
MA;TIMBIRAS;935;2112100
SC;SALTINHO;936;4215356
MA;TIMON;937;2112209
SC;SANTATEREZINHADOPROGRESSO;938;4215687
MA;TUNTUM;939;2112308
SC;SANTIAGODOSUL;940;4215695
MA;TURIACU;941;2112407
SC;SAOBERNARDINO;942;4215752
MA;TUTOIA;943;2112506
SC;SAOPEDRODEALCANTARA;944;4217253
MA;URBANOSANTOS;945;2112605
SC;TIGRINHOS;946;4217956
MA;VARGEMGRANDE;947;2112704
SC;TREVISO;948;4218350
MA;VIANA;949;2112803
SC;ZORTEA;950;4219853
MA;VITORIADOMEARIM;951;2112902
MA;VITORINOFREIRE;953;2113009
MA;BOMJARDIM;955;2102002
MA;SANTAINES;957;2109908
MA;PAULORAMOS;959;2108108
MA;ACAILANDIA;961;2100055
MA;ESTREITO;963;2104057
AL;TEOTONIOVILELA;971;2709152
SC;FORQUILHINHA;973;4205456
RO;THEOBROMA;975;1101609
RO;URUPA;977;1101708
RO;VALEDOPARAISO;979;1101807
RO;CORUMBIARA;981;1100072
CE;CATUNDA;983;2303659
CE;JIJOCADEJERICOACOARA;985;2307254
CE;FORTIM;987;2304459
CE;ARARENDA;989;2301257
CE;ITAITINGA;991;2306256
CE;CHORO;993;2303931
PI;COIVARAS;995;2202737
PI;JARDIMDOMULATO;997;2205250
PI;LAGOAALEGRE;999;2205557
RS;MONTEALEGREDOSCAMPOS;1000;4312377
PI;AGRICOLANDIA;1001;2200103
RS;MUITOSCAPOES;1002;4312617
PI;AGUABRANCA;1003;2200202
RS;NOVACANDELARIA;1004;4313011
PI;ALTOLONGA;1005;2200301
RS;NOVARAMADA;1006;4313334
PI;ALTOS;1007;2200400
RS;NOVOCABRAIS;1008;4313391
PI;AMARANTE;1009;2200509
RS;PASSASETE;1010;4314068
PI;ANGICALDOPIAUI;1011;2200608
RS;SENADORSALGADOFILHO;1012;4320321
PI;ANISIODEABREU;1013;2200707
RS;SETEDESETEMBRO;1014;4320578
PI;ANTONIOALMEIDA;1015;2200806
RS;TABAI;1016;4320859
PI;AROAZES;1017;2200905
RS;TOROPI;1018;4321493
PI;ARRAIAL;1019;2201002
RS;TURUCU;1020;4322327
PI;AVELINOLOPES;1021;2201101
RS;UBIRETAMA;1022;4322343
PI;BARRAS;1023;2201200
RS;UNISTALDA;1024;4322376
PI;BARREIRASDOPIAUI;1025;2201309
RS;VALEVERDE;1026;4322525
PI;BARRODURO;1027;2201408
RS;VESPASIANOCORREA;1028;4322855
PI;BATALHA;1029;2201507
RS;VILALANGARO;1030;4323358
PI;BENEDITINOS;1031;2201606
MT;CAMPOSDEJULIO;1032;5102686
PI;BERTOLINIA;1033;2201705
MT;CARLINDA;1034;5102793
PI;BOCAINA;1035;2201804
MT;FELIZNATAL;1036;5103700
PI;BOMJESUS;1037;2201903
MT;GAUCHADONORTE;1038;5103858
PI;BURITIDOSLOPES;1039;2202000
MT;NOVALACERDA;1040;5106182
PI;CAMPINASDOPIAUI;1041;2202109
MT;NOVAUBIRATA;1042;5106240
PI;CAMPOMAIOR;1043;2202208
MT;NOVOMUNDO;1044;5106265
PI;CANTODOBURITI;1045;2202307
MT;SAPEZAL;1046;5107875
PI;CAPITAODECAMPOS;1047;2202406
MT;UNIAODOSUL;1048;5108303
PI;CARACOL;1049;2202505
GO;ABADIADEGOIAS;1050;5200050
PI;CASTELODOPIAUI;1051;2202604
GO;AGUASLINDASDEGOIAS;1052;5200258
PI;COCAL;1053;2202703
GO;AMARALINA;1054;5200829
PI;CONCEICAODOCANINDE;1055;2202802
GO;BONOPOLIS;1056;5203575
PI;CORRENTE;1057;2202901
GO;NOVOGAMA;1058;5215231
PI;CRISTALANDIADOPIAUI;1059;2203008
GO;PORTEIRAO;1060;5218052
PI;CRISTINOCASTRO;1061;2203107
GO;SANTARITADONOVODESTINO;1062;5219456
PI;CURIMATA;1063;2203206
GO;SAOPATRICIO;1064;5220280
PI;DEMERVALLOBAO;1065;2203305
GO;VALPARAISODEGOIAS;1066;5221858
PI;DOMEXPEDITOLOPES;1067;2203404
GO;VILAPROPICIO;1068;5222302
PI;ELESBAOVELOSO;1069;2203503
GO;CAMPOLIMPODEGOIAS;1070;5204854
PI;ELISEUMARTINS;1071;2203602
GO;GAMELEIRADEGOIAS;1072;5208152
PI;ESPERANTINA;1073;2203701
GO;IPIRANGADEGOIAS;1074;5210158
PI;FLORESDOPIAUI;1075;2203800
GO;LAGOASANTA;1076;5212253
PI;FLORIANO;1077;2203909
MT;BOMJESUSDOARAGUAIA;1078;5101852
PI;FRANCINOPOLIS;1079;2204006
MT;COLNIZA;1080;5103254
PI;FRANCISCOAYRES;1081;2204105
MT;CONQUISTAD'OESTE;1082;5103361
PI;FRANCISCOSANTOS;1083;2204204
MT;CURVELANDIA;1084;5103437
PI;FRONTEIRAS;1085;2204303
MT;NOVANAZARE;1086;5106174
PI;GILBUES;1087;2204402
MT;NOVASANTAHELENA;1088;5106190
PI;GUADALUPE;1089;2204501
MT;NOVOSANTOANTONIO;1090;5106315
PI;HUGONAPOLEAO;1091;2204600
MT;RONDOLANDIA;1092;5107578
PI;INHUMA;1093;2204709
MT;SANTACRUZDOXINGU;1094;5107743
PI;IPIRANGADOPIAUI;1095;2204808
MT;SANTARITADOTRIVELATO;1096;5107768
PI;ISAIASCOELHO;1097;2204907
MT;SANTOANTONIODOLESTE;1098;5107792
PI;ITAINOPOLIS;1099;2205003
MT;SERRANOVADOURADA;1100;5107883
PI;ITAUEIRA;1101;2205102
MT;VALEDESAODOMINGOS;1102;5108352
PI;JAICOS;1103;2205201
PI;PAUD'ARCODOPIAUI;1104;2207793
PI;JERUMENHA;1105;2205300
PI;JOAQUIMPIRES;1107;2205409
RN;JUNDIA;1108;2406155
PI;JOSEDEFREITAS;1109;2205508
BA;BARROCAS;1110;2903276
PI;LANDRISALES;1111;2205607
BA;LUISEDUARDOMAGALHAES;1112;2919553
PI;LUISCORREIA;1113;2205706
ES;GOVERNADORLINDENBERG;1114;3202256
PI;LUZILANDIA;1115;2205805
RJ;MESQUITA;1116;3302858
PI;MANOELEMIDIO;1117;2205904
RS;ACEGUA;1118;4300034
PI;MARCOSPARENTE;1119;2206001
RS;ALMIRANTETAMANDAREDOSUL;1120;4300471
PI;MATIASOLIMPIO;1121;2206100
RS;ARROIODOPADRE;1122;4301073
PI;MIGUELALVES;1123;2206209
RS;BOAVISTADOCADEADO;1124;4302220
PI;MIGUELLEAO;1125;2206308
RS;BOAVISTADOINCRA;1126;4302238
PI;MONSENHORGIL;1127;2206407
RS;BOZANO;1128;4302584
PI;MONSENHORHIPOLITO;1129;2206506
RS;CANUDOSDOVALE;1130;4304614
PI;MONTEALEGREDOPIAUI;1131;2206605
RS;CAPAOBONITODOSUL;1132;4304622
PI;NAZAREDOPIAUI;1133;2206704
RS;CAPAODOCIPO;1134;4304655
PI;NOSSASENHORADOSREMEDIOS;1135;2206803
RS;COQUEIROBAIXO;1136;4305835
PI;NOVOORIENTEDOPIAUI;1137;2206902
RS;CORONELPILAR;1138;4305934
PI;OEIRAS;1139;2207009
RS;CRUZALTENSE;1140;4306130
PI;DOMINGOSMOURAO;1141;2203420
RS;FORQUETINHA;1142;4308433
PI;PADREMARCOS;1143;2207207
RS;ITATI;1144;4310652
PI;PAESLANDIM;1145;2207306
RS;JACUIZINHO;1146;4310876
PI;PALMEIRADOPIAUI;1147;2207405
RS;LAGOABONITADOSUL;1148;4311239
PI;PALMEIRAIS;1149;2207504
RS;MATOQUEIMADO;1150;4312179
PI;PARNAGUA;1151;2207603
RS;NOVOXINGU;1152;4313466
PI;PARNAIBA;1153;2207702
RS;PAULOBENTO;1154;4314134
PI;PAULISTANA;1155;2207801
RS;PEDRASALTAS;1156;4314175
PI;PEDROII;1157;2207900
RS;PINHALDASERRA;1158;4314464
PI;PICOS;1159;2208007
RS;PINTOBANDEIRA;1160;4314548
PI;PIMENTEIRAS;1161;2208106
RS;QUATROIRMAOS;1162;4315313
PI;PIOIX;1163;2208205
RS;ROLADOR;1164;4315958
PI;PIRACURUCA;1165;2208304
RS;SANTACECILIADOSUL;1166;4316733
PI;PIRIPIRI;1167;2208403
RS;SANTAMARGARIDADOSUL;1168;4316972
PI;PORTO;1169;2208502
RS;SAOJOSEDOSUL;1170;4318614
PI;PRATADOPIAUI;1171;2208601
RS;SAOPEDRODASMISSOES;1172;4319364
PI;REDENCAODOGURGUEIA;1173;2208700
RS;TIOHUGO;1174;4321469
PI;REGENERACAO;1175;2208809
RS;WESTFALIA;1176;4323770
PI;RIBEIROGONCALVES;1177;2208908
MS;FIGUEIRAO;1178;5003900
PI;RIOGRANDEDOPIAUI;1179;2209005
PI;SANTACRUZDOPIAUI;1181;2209104
PI;SANTAFILOMENA;1183;2209203
MT;IPIRANGADONORTE;1184;5104526
PI;SANTALUZ;1185;2209302
MT;ITANHANGA;1186;5104542
PI;SANTOANTONIODELISBOA;1187;2209401
PI;AROEIRASDOITAIM;1188;2200954
PI;SANTOINACIODOPIAUI;1189;2209500
PA;MOJUIDOSCAMPOS;1190;1504752
PI;SAOFELIXDOPIAUI;1191;2209609
SC;BALNEARIORINCAO;1192;4220000
PI;SAOFRANCISCODOPIAUI;1193;2209708
SC;PESCARIABRAVA;1194;4212650
PI;SAOGONCALODOPIAUI;1195;2209807
MS;PARAISODASAGUAS;1196;5006275
PI;SAOJOAODASERRA;1197;2209906
PI;SAOJOAODOPIAUI;1199;2210003
PI;SAOJOSEDOPEIXE;1201;2210102
PI;SAOJOSEDOPIAUI;1203;2210201
PI;SAOJULIAO;1205;2210300
PI;SAOMIGUELDOTAPUIO;1207;2210409
PI;SAOPEDRODOPIAUI;1209;2210508
PI;SAORAIMUNDONONATO;1211;2210607
PI;SIMOES;1213;2210706
PI;SIMPLICIOMENDES;1215;2210805
PI;SOCORRODOPIAUI;1217;2210904
PI;TERESINA;1219;2211001
PI;UNIAO;1221;2211100
PI;URUCUI;1223;2211209
PI;VALENCADOPIAUI;1225;2211308
PI;VARZEAGRANDE;1227;2211407
PI;DIRCEUARCOVERDE;1229;2203354
CE;ACARAPE;1231;2300150
CE;BANABUIU;1233;2301851
CE;BARREIRA;1235;2301950
CE;BARROQUINHA;1237;2302057
CE;CHOROZINHO;1239;2303956
CE;CROATA;1241;2304236
CE;DEPUTADOIRAPUANPINHEIRO;1243;2304269
CE;ERERE;1245;2304277
CE;EUSEBIO;1247;2304285
CE;GRACA;1249;2304657
CE;GUAIUBA;1251;2304954
CE;HORIZONTE;1253;2305233
CE;IBARETAMA;1255;2305266
CE;IBICUITINGA;1257;2305332
CE;IPAPORANGA;1259;2305654
CE;MADALENA;1261;2307635
CE;MIRAIMA;1263;2308377
CE;OCARA;1265;2309458
CE;PINDORETAMA;1267;2310852
CE;PIRESFERREIRA;1269;2310951
CE;POTIRETAMA;1271;2311231
CE;SALITRE;1273;2311959
CE;TARRAFAS;1275;2313252
CE;TEJUCUOCA;1277;2313351
CE;TURURU;1279;2313559
MA;ARAME;1281;2100956
MA;MIRANDADONORTE;1283;2106755
MA;SANTALUZIADOPARUA;1285;2110039
MA;ZEDOCA;1287;2114007
PI;DOMINOCENCIO;1289;2203453
PI;SAOJOAODACANABRAVA;1291;2209856
PI;PASSAGEMFRANCADOPIAUI;1293;2207751
PI;SANTACRUZDOSMILAGRES;1295;2209153
PI;BURITIDOSMONTES;1297;2202026
PI;CABECEIRASDOPIAUI;1299;2202059
CE;ABAIARA;1301;2300101
CE;ACARAU;1303;2300200
CE;ACOPIARA;1305;2300309
CE;AIUABA;1307;2300408
CE;ALCANTARAS;1309;2300507
CE;ALTANEIRA;1311;2300606
CE;ALTOSANTO;1313;2300705
CE;ANTONINADONORTE;1315;2300804
CE;APUIARES;1317;2300903
CE;AQUIRAZ;1319;2301000
CE;ARACATI;1321;2301109
CE;ARACOIABA;1323;2301208
CE;ARARIPE;1325;2301307
CE;ARATUBA;1327;2301406
CE;ARNEIROZ;1329;2301505
CE;ASSARE;1331;2301604
CE;AURORA;1333;2301703
CE;BAIXIO;1335;2301802
CE;BARBALHA;1337;2301901
CE;BARRO;1339;2302008
CE;BATURITE;1341;2302107
CE;BEBERIBE;1343;2302206
CE;BELACRUZ;1345;2302305
CE;BOAVIAGEM;1347;2302404
CE;BREJOSANTO;1349;2302503
CE;CAMOCIM;1351;2302602
CE;CAMPOSSALES;1353;2302701
CE;CANINDE;1355;2302800
CE;CAPISTRANO;1357;2302909
CE;CARIDADE;1359;2303006
CE;CARIRE;1361;2303105
CE;CARIRIACU;1363;2303204
CE;CARIUS;1365;2303303
CE;CARNAUBAL;1367;2303402
CE;CASCAVEL;1369;2303501
CE;CATARINA;1371;2303600
CE;CAUCAIA;1373;2303709
CE;CEDRO;1375;2303808
CE;CHAVAL;1377;2303907
PI;SIGEFREDOPACHECO;1379;2210656
CE;COREAU;1381;2304004
CE;CRATEUS;1383;2304103
CE;CRATO;1385;2304202
CE;FARIASBRITO;1387;2304301
CE;FORTALEZA;1389;2304400
CE;FRECHEIRINHA;1391;2304509
CE;GENERALSAMPAIO;1393;2304608
CE;GRANJA;1395;2304707
CE;GRANJEIRO;1397;2304806
CE;GROAIRAS;1399;2304905
CE;GUARACIABADONORTE;1401;2305001
CE;GUARAMIRANGA;1403;2305100
CE;HIDROLANDIA;1405;2305209
CE;IBIAPINA;1407;2305308
CE;ICO;1409;2305407
CE;IGUATU;1411;2305506
CE;INDEPENDENCIA;1413;2305605
CE;IPAUMIRIM;1415;2305704
CE;IPU;1417;2305803
CE;IPUEIRAS;1419;2305902
CE;IRACEMA;1421;2306009
CE;IRAUCUBA;1423;2306108
CE;ITAICABA;1425;2306207
CE;ITAPAGE;1427;2306306
CE;ITAPIPOCA;1429;2306405
CE;ITAPIUNA;1431;2306504
CE;ITATIRA;1433;2306603
CE;JAGUARETAMA;1435;2306702
CE;JAGUARIBARA;1437;2306801
CE;JAGUARIBE;1439;2306900
CE;JAGUARUANA;1441;2307007
CE;JARDIM;1443;2307106
CE;JATI;1445;2307205
CE;JUAZEIRODONORTE;1447;2307304
CE;JUCAS;1449;2307403
CE;LAVRASDAMANGABEIRA;1451;2307502
CE;LIMOEIRODONORTE;1453;2307601
CE;MARANGUAPE;1455;2307700
CE;MARCO;1457;2307809
CE;MARTINOPOLE;1459;2307908
CE;MASSAPE;1461;2308005
CE;MAURITI;1463;2308104
CE;MERUOCA;1465;2308203
CE;MILAGRES;1467;2308302
CE;MISSAOVELHA;1469;2308401
CE;MOMBACA;1471;2308500
CE;MONSENHORTABOSA;1473;2308609
CE;MORADANOVA;1475;2308708
CE;MORAUJO;1477;2308807
CE;MORRINHOS;1479;2308906
CE;MUCAMBO;1481;2309003
CE;MULUNGU;1483;2309102
CE;NOVAOLINDA;1485;2309201
CE;NOVARUSSAS;1487;2309300
CE;NOVOORIENTE;1489;2309409
CE;OROS;1491;2309508
CE;PACAJUS;1493;2309607
CE;PACATUBA;1495;2309706
CE;PACOTI;1497;2309805
CE;PACUJA;1499;2309904
CE;PALHANO;1501;2310001
CE;PALMACIA;1503;2310100
CE;PARACURU;1505;2310209
CE;PARAMBU;1507;2310308
CE;PARAMOTI;1509;2310407
CE;PEDRABRANCA;1511;2310506
CE;PENAFORTE;1513;2310605
CE;PENTECOSTE;1515;2310704
CE;PEREIRO;1517;2310803
CE;PIQUETCARNEIRO;1519;2310902
CE;PORANGA;1521;2311009
CE;PORTEIRAS;1523;2311108
CE;POTENGI;1525;2311207
CE;QUIXADA;1527;2311306
CE;QUIXERAMOBIM;1529;2311405
CE;QUIXERE;1531;2311504
CE;REDENCAO;1533;2311603
CE;RERIUTABA;1535;2311702
CE;RUSSAS;1537;2311801
CE;SABOEIRO;1539;2311900
CE;SANTANADOACARAU;1541;2312007
CE;SANTANADOCARIRI;1543;2312106
CE;SANTAQUITERIA;1545;2312205
CE;SAOBENEDITO;1547;2312304
CE;SAOGONCALODOAMARANTE;1549;2312403
CE;SAOJOAODOJAGUARIBE;1551;2312502
CE;SAOLUISDOCURU;1553;2312601
CE;SENADORPOMPEU;1555;2312700
CE;SENADORSA;1557;2312809
CE;SOBRAL;1559;2312908
CE;SOLONOPOLE;1561;2313005
CE;TABULEIRODONORTE;1563;2313104
CE;TAMBORIL;1565;2313203
CE;TAUA;1567;2313302
CE;TIANGUA;1569;2313401
CE;TRAIRI;1571;2313500
CE;UBAJARA;1573;2313609
CE;UMARI;1575;2313708
CE;URUBURETAMA;1577;2313807
CE;URUOCA;1579;2313906
CE;VARZEAALEGRE;1581;2314003
CE;VICOSADOCEARA;1583;2314102
CE;MARACANAU;1585;2307650
CE;AMONTADA;1587;2300754
CE;CRUZ;1589;2304251
CE;FORQUILHA;1591;2304350
CE;ICAPUI;1593;2305357
CE;ITAREMA;1595;2306553
CE;MILHA;1597;2308351
CE;PARAIPABA;1599;2310258
RN;ACARI;1601;2400109
RN;ASSU;1603;2400208
RN;AFONSOBEZERRA;1605;2400307
RN;AGUANOVA;1607;2400406
RN;ALEXANDRIA;1609;2400505
RN;ALMINOAFONSO;1611;2400604
RN;ALTODORODRIGUES;1613;2400703
RN;ANGICOS;1615;2400802
RN;ANTONIOMARTINS;1617;2400901
RN;APODI;1619;2401008
RN;AREIABRANCA;1621;2401107
RN;ARES;1623;2401206
RN;CAMPOGRANDE;1625;2401305
RN;BAIAFORMOSA;1627;2401404
RN;BARCELONA;1629;2401503
RN;BENTOFERNANDES;1631;2401602
RN;BOMJESUS;1633;2401701
RN;BREJINHO;1635;2401800
RN;CAICARADORIODOVENTO;1637;2401909
RN;CAICO;1639;2402006
RN;CAMPOREDONDO;1641;2402105
RN;CANGUARETAMA;1643;2402204
RN;CARAUBAS;1645;2402303
RN;CARNAUBADOSDANTAS;1647;2402402
RN;CARNAUBAIS;1649;2402501
RN;CEARA-MIRIM;1651;2402600
RN;CERRO-CORA;1653;2402709
RN;CORONELEZEQUIEL;1655;2402808
RN;CORONELJOAOPESSOA;1657;2402907
RN;CRUZETA;1659;2403004
RN;CURRAISNOVOS;1661;2403103
RN;DOUTORSEVERIANO;1663;2403202
RN;ENCANTO;1665;2403301
RN;EQUADOR;1667;2403400
RN;ESPIRITOSANTO;1669;2403509
RN;EXTREMOZ;1671;2403608
RN;FELIPEGUERRA;1673;2403707
RN;FLORANIA;1675;2403806
RN;FRANCISCODANTAS;1677;2403905
RN;GALINHOS;1679;2404101
RN;GOIANINHA;1681;2404200
RN;GOVERNADORDIX-SEPTROSADO;1683;2404309
RN;GROSSOS;1685;2404408
RN;GUAMARE;1687;2404507
RN;IELMOMARINHO;1689;2404606
RN;IPANGUACU;1691;2404705
RN;IPUEIRA;1693;2404804
RN;ITAU;1695;2404903
RN;JACANA;1697;2405009
RN;JANDAIRA;1699;2405108
RN;JANDUIS;1701;2405207
RN;BOASAUDE;1703;2405306
RN;JAPI;1705;2405405
RN;JARDIMDEANGICOS;1707;2405504
RN;JARDIMDEPIRANHAS;1709;2405603
RN;JARDIMDOSERIDO;1711;2405702
RN;JOAOCAMARA;1713;2405801
RN;JOAODIAS;1715;2405900
RN;JOSEDAPENHA;1717;2406007
RN;JUCURUTU;1719;2406106
RN;MESSIASTARGINO;1721;2407609
RN;LAGOAD'ANTA;1723;2406205
RN;LAGOADEPEDRAS;1725;2406304
RN;LAGOADEVELHOS;1727;2406403
RN;LAGOANOVA;1729;2406502
RN;LAGOASALGADA;1731;2406601
RN;LAJES;1733;2406700
RN;LAJESPINTADAS;1735;2406809
RN;LUCRECIA;1737;2406908
RN;LUISGOMES;1739;2407005
RN;MACAIBA;1741;2407104
RN;MACAU;1743;2407203
RN;MARCELINOVIEIRA;1745;2407302
RN;MARTINS;1747;2407401
RN;MAXARANGUAPE;1749;2407500
RN;FRUTUOSOGOMES;1751;2404002
RN;MONTANHAS;1753;2407708
RN;MONTEALEGRE;1755;2407807
RN;MONTEDASGAMELEIRAS;1757;2407906
RN;MOSSORO;1759;2408003
RN;NATAL;1761;2408102
RN;NISIAFLORESTA;1763;2408201
RN;NOVACRUZ;1765;2408300
RN;OLHOD'AGUADOBORGES;1767;2408409
RN;OUROBRANCO;1769;2408508
RN;PARANA;1771;2408607
RN;PARAU;1773;2408706
RN;PARAZINHO;1775;2408805
RN;PARELHAS;1777;2408904
RN;PARNAMIRIM;1779;2403251
RN;PASSAEFICA;1781;2409100
RN;PASSAGEM;1783;2409209
RN;PATU;1785;2409308
RN;PAUDOSFERROS;1787;2409407
RN;PEDRAGRANDE;1789;2409506
RN;PEDRAPRETA;1791;2409605
RN;PEDROAVELINO;1793;2409704
RN;PEDROVELHO;1795;2409803
RN;PENDENCIAS;1797;2409902
RN;PILOES;1799;2410009
RN;POCOBRANCO;1801;2410108
RN;PORTALEGRE;1803;2410207
RN;SERRACAIADA;1805;2410306
RN;PUREZA;1807;2410405
RN;RAFAELFERNANDES;1809;2410504
RN;RIACHODACRUZ;1811;2410702
RN;RIACHODESANTANA;1813;2410801
RN;RIACHUELO;1815;2410900
RN;RODOLFOFERNANDES;1817;2411007
RN;RUYBARBOSA;1819;2411106
RN;SAOFRANCISCODOOESTE;1821;2411908
RN;SANTACRUZ;1823;2411205
RN;SANTANADOSERIDO;1825;2411429
RN;SANTANADOMATOS;1827;2411403
RN;SANTOANTONIO;1829;2411502
RN;SAOBENTODONORTE;1831;2411601
RN;SAOBENTODOTRAIRI;1833;2411700
RN;SAOFERNANDO;1835;2411809
